更新时间,#genre#
斯诺克 高阳vs白雨露 罗泽涛、蓝裕豪出战 八号桌 21:30,http://flvhspull2mgsplive.miguvideo.com:80/mglive/mgss157_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510496365&pid=2028597139&timestamp=20260615080253&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965359967&ParentNodeID=-99&assertID=7510496365&client_ip=171.8.79.254&SecurityKey=20260615080253&promotionId=&mvid=7510247848&mcid=500020&mpid=120000580047&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=e7926191655bed247e8deb09f7c6e633&sv=10004&ct=android
斯诺克 高阳vs白雨露 罗泽涛、蓝裕豪出战 六号桌 21:30,http://flvhspull2mgsplive.miguvideo.com:80/mglive/mgss155_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510496361&pid=2028597139&timestamp=20260615080253&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965359924&ParentNodeID=-99&assertID=7510496361&client_ip=171.8.79.254&SecurityKey=20260615080253&promotionId=&mvid=7510247846&mcid=500020&mpid=120000580047&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=fb4b428901d79f913f362dd145c8aeef&sv=10004&ct=android
斯诺克 高阳vs白雨露 罗泽涛、蓝裕豪出战 四号桌 21:30,http://flvhspull2mgsplive.miguvideo.com:80/mglive/mgss153_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510496357&pid=2028597139&timestamp=20260615080253&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965359836&ParentNodeID=-99&assertID=7510496357&client_ip=171.8.79.254&SecurityKey=20260615080253&promotionId=&mvid=7510247844&mcid=500020&mpid=120000580047&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=71940228d4f5ca4c2c6e77882229f386&sv=10004&ct=android
楚超 荆州恒隆队VS襄阳东风风神队 全场回放 19:25,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/539/5106605539/media/5106605539_5337698741_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777943&pid=2028597139&timestamp=20260615080239&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370308&ParentNodeID=-99&assertID=5701777943&client_ip=171.8.79.254&SecurityKey=20260615080239&promotionId=&mvid=5106605539&mcid=1003&mpid=120000577661&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=33a556fa0db443ab0f429531a6a0bcbf&sv=10004&ct=android
环贡嘎国际越野挑战赛 环贡嘎国际越野挑战赛Day2 2026环贡嘎国际越野挑战赛Day2全场回放（官方解说）（一） 07:00,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/427/5106605427/media/5106605427_5337680046_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777708&pid=2028597139&timestamp=20260615080226&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965364150&ParentNodeID=-99&assertID=5701777708&client_ip=171.8.79.254&SecurityKey=20260615080226&promotionId=&mvid=5106605427&mcid=1003&mpid=120000579968&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c16a8a76001766bbdc9424c7b19b6b18&sv=10004&ct=android
环贡嘎国际越野挑战赛 环贡嘎国际越野挑战赛Day2 2026环贡嘎国际越野挑战赛Day2全场回放（官方解说）（二） 07:00,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/433/5106605433/media/5106605433_5337683405_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777709&pid=2028597139&timestamp=20260615080226&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965365211&ParentNodeID=-99&assertID=5701777709&client_ip=171.8.79.254&SecurityKey=20260615080226&promotionId=&mvid=5106605433&mcid=1003&mpid=120000579968&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d8d6c72ccb6705f48c65a59d40b862fa&sv=10004&ct=android
疆超 乌鲁木齐队VS博州队 全场回放 17:28,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/587/5106605587/media/5106605587_5337699023_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777908&pid=2028597139&timestamp=20260615080235&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370421&ParentNodeID=-99&assertID=5701777908&client_ip=171.8.79.254&SecurityKey=20260615080235&promotionId=&mvid=5106605587&mcid=1003&mpid=120000579598&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0644f5c5d4a59966a511abdcbe0b0b96&sv=10004&ct=android
疆超 喀什队VS吐鲁番队 全场回放 19:58,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/592/5106605592/media/5106605592_5337700706_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777965&pid=2028597139&timestamp=20260615080242&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965371154&ParentNodeID=-99&assertID=5701777965&client_ip=171.8.79.254&SecurityKey=20260615080242&promotionId=&mvid=5106605592&mcid=1003&mpid=120000579601&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=24011ee38f193bd7369c3bc3db5af1bc&sv=10004&ct=android
疆超 塔城队VS昌吉队 全场回放 17:58,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/588/5106605588/media/5106605588_5337698649_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777915&pid=2028597139&timestamp=20260615080235&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370264&ParentNodeID=-99&assertID=5701777915&client_ip=171.8.79.254&SecurityKey=20260615080235&promotionId=&mvid=5106605588&mcid=1003&mpid=120000579599&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=0a3a28eb26470bc8e4045e2ea99023f9&sv=10004&ct=android
疆超 巴州队VS克州队 全场回放 18:58,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/590/5106605590/media/5106605590_5337699813_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777939&pid=2028597139&timestamp=20260615080236&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370733&ParentNodeID=-99&assertID=5701777939&client_ip=171.8.79.254&SecurityKey=20260615080236&promotionId=&mvid=5106605590&mcid=1003&mpid=120000579600&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=bd50daa2bf1c27a7d4c2f11725651434&sv=10004&ct=android
粤超 汕头VS韶关 全场回放 19:30,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/544/5106605544/media/5106605544_5337699598_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777978&pid=2028597139&timestamp=20260615080241&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370677&ParentNodeID=-99&assertID=5701777978&client_ip=171.8.79.254&SecurityKey=20260615080241&promotionId=&mvid=5106605544&mcid=1003&mpid=120000574705&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d54ea7657e67080437ed693afe89e34f&sv=10004&ct=android
粤超 汕头VS韶关 全场回放 19:30,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/548/5106605548/media/5106605548_5337702111_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777979&pid=2028597139&timestamp=20260615080241&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965372306&ParentNodeID=-99&assertID=5701777979&client_ip=171.8.79.254&SecurityKey=20260615080241&promotionId=&mvid=5106605548&mcid=1003&mpid=120000574705&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2460a3e8197beed7476e24001ca8f770&sv=10004&ct=android
粤超 深圳VS汕尾 2026赛季广东省城市足球超级联赛第六轮: 深圳VS汕尾 20:00,http://flvzypull2mgsplive.miguvideo.com:80/mglive/mgss141_54.flv?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=7510471273&pid=2028597139&timestamp=20260615080242&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=964217415&ParentNodeID=-99&playbackbegin=20260614200000&playbackend=20260614221600&assertID=7510471273&client_ip=171.8.79.254&SecurityKey=20260615080242&promotionId=&mvid=7510235302&mcid=500020&mpid=120000574702&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=5830f1bf75c60e2ef817218197f9dd85&sv=10004&ct=android
粤超 湛江VS阳江 全场回放 19:30,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/553/5106605553/media/5106605553_5337702004_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777995&pid=2028597139&timestamp=20260615080241&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965372375&ParentNodeID=-99&assertID=5701777995&client_ip=171.8.79.254&SecurityKey=20260615080241&promotionId=&mvid=5106605553&mcid=1003&mpid=120000574707&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2c3eb0287eb9300e4bbb2078b3b56b54&sv=10004&ct=android
粤超 湛江VS阳江 全场回放 19:30,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/551/5106605551/media/5106605551_5337700540_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777994&pid=2028597139&timestamp=20260615080241&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370998&ParentNodeID=-99&assertID=5701777994&client_ip=171.8.79.254&SecurityKey=20260615080241&promotionId=&mvid=5106605551&mcid=1003&mpid=120000574707&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2b215d31525fda4ed594e46e5138f344&sv=10004&ct=android
粤超 潮州VS河源 全场回放 6:00,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/566/5106605566/media/5106605566_5337688644_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777825&pid=2028597139&timestamp=20260615080233&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965367224&ParentNodeID=-99&assertID=5701777825&client_ip=171.8.79.254&SecurityKey=20260615080233&promotionId=&mvid=5106605566&mcid=1003&mpid=120000574703&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=880b8d13c96488957e5a18d25ab783a4&sv=10004&ct=android
蒙超联赛 通辽队VS呼和浩特队 全场回放 19:20,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/532/5106605532/media/5106605532_5337701738_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777947&pid=2028597139&timestamp=20260615080239&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965372004&ParentNodeID=-99&assertID=5701777947&client_ip=171.8.79.254&SecurityKey=20260615080239&promotionId=&mvid=5106605532&mcid=1003&mpid=120000579516&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8c55926071795ccd56fd0a391c4dd61c&sv=10004&ct=android
视频_8M1080_咪视通-1,http://101.43.145.141:12002/itv/3000000001000005308.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-10,http://101.43.145.141:12002/itv/3000000001000031494.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-11,http://101.43.145.141:12002/itv/3000000010000005837.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-12,http://101.43.145.141:12002/itv/3000000020000011518.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-13,http://101.43.145.141:12002/itv/3000000020000011519.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-14,http://101.43.145.141:12002/itv/3000000020000011520.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-15,http://101.43.145.141:12002/itv/3000000020000011521.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-16,http://101.43.145.141:12002/itv/3000000020000011522.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-17,http://101.43.145.141:12002/itv/3000000020000011523.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-18,http://101.43.145.141:12002/itv/3000000020000011524.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-19,http://101.43.145.141:12002/itv/3000000020000011525.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-2,http://101.43.145.141:12002/itv/3000000001000005969.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-20,http://101.43.145.141:12002/itv/3000000020000011528.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-21,http://101.43.145.141:12002/itv/3000000020000011529.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-22,http://101.43.145.141:12002/itv/3000000020000011530.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-23,http://101.43.145.141:12002/itv/3000000020000011531.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-24,http://101.43.145.141:12002/itv/3000000010000000097.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-25,http://101.43.145.141:12002/itv/3000000010000002019.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-26,http://101.43.145.141:12002/itv/3000000010000002809.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-27,http://101.43.145.141:12002/itv/3000000010000003915.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-28,http://101.43.145.141:12002/itv/3000000010000004193.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-29,http://101.43.145.141:12002/itv/3000000010000006077.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-3,http://101.43.145.141:12002/itv/3000000001000007218.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-30,http://101.43.145.141:12002/itv/3000000010000006658.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-31,http://101.43.145.141:12002/itv/3000000010000009788.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-32,http://101.43.145.141:12002/itv/3000000010000010833.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-33,http://101.43.145.141:12002/itv/3000000010000011297.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-34,http://101.43.145.141:12002/itv/3000000010000011518.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-35,http://101.43.145.141:12002/itv/3000000010000012558.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-36,http://101.43.145.141:12002/itv/3000000010000012616.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-37,http://101.43.145.141:12002/itv/3000000010000015470.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-38,http://101.43.145.141:12002/itv/3000000010000015560.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-39,http://101.43.145.141:12002/itv/3000000010000017678.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-4,http://101.43.145.141:12002/itv/3000000001000008001.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-40,http://101.43.145.141:12002/itv/3000000010000019839.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-41,http://101.43.145.141:12002/itv/3000000010000021904.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-42,http://101.43.145.141:12002/itv/3000000010000023434.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-43,http://101.43.145.141:12002/itv/3000000010000025380.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-44,http://101.43.145.141:12002/itv/3000000010000027691.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-45,http://101.43.145.141:12002/itv/3000000010000031669.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-5,http://101.43.145.141:12002/itv/3000000001000008176.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-6,http://101.43.145.141:12002/itv/3000000001000008379.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-7,http://101.43.145.141:12002/itv/3000000001000010129.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-8,http://101.43.145.141:12002/itv/3000000001000010948.m3u8?cdn=FifastbLive
视频_8M1080_咪视通-9,http://101.43.145.141:12002/itv/3000000001000028638.m3u8?cdn=FifastbLive
贵州村超 场坝大河口将军岩队VS高硐村足球队 全场回放 16:30,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/508/5106605508/media/5106605508_5337691428_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777795&pid=2028597139&timestamp=20260615080233&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965368267&ParentNodeID=-99&assertID=5701777795&client_ip=171.8.79.254&SecurityKey=20260615080233&promotionId=&mvid=5106605508&mcid=1003&mpid=120000579952&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=ccac964848302343f15dd3b20d6e5e3f&sv=10004&ct=android
贵州村超 场坝龙泉井村队VS富民村足球队 全场回放 4:30,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/507/5106605507/media/5106605507_5337686138_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777724&pid=2028597139&timestamp=20260615080232&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965366338&ParentNodeID=-99&assertID=5701777724&client_ip=171.8.79.254&SecurityKey=20260615080232&promotionId=&mvid=5106605507&mcid=1003&mpid=120000579951&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=76d946d22525471a3724506943e78e0a&sv=10004&ct=android
贵州村超 平永村足球队VS仁吉村村牛足球队 全场回放 2:20,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/483/5106605483/media/5106605483_5337682887_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777716&pid=2028597139&timestamp=20260615080230&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965365030&ParentNodeID=-99&assertID=5701777716&client_ip=171.8.79.254&SecurityKey=20260615080230&promotionId=&mvid=5106605483&mcid=1003&mpid=120000579950&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=062780c90f7df8dc1a0ffc183d0fb1ff&sv=10004&ct=android
贵州村超 扒王村足球队VS党调村贵州村徒队 全场回放 18:30,http://hlszymgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/565/5106605565/media/5106605565_5337700786_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777991&pid=2028597139&timestamp=20260615080235&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965371167&ParentNodeID=-99&assertID=5701777991&client_ip=171.8.79.254&SecurityKey=20260615080235&promotionId=&mvid=5106605565&mcid=1003&mpid=120000579953&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=db5c77156f235f42e62750f87f0bd617&sv=10004&ct=android
贵州村超 水尾村足球队VS忠诚村足球队 全场回放 20:30,http://mgsp.vod.miguvideo.com:8088/depository_eos_wxlz04/asset/zhengshi/5106/605/567/5106605567/media/5106605567_5337701305_594.mg001.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777992&pid=2028597139&timestamp=20260615080243&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965371386&ParentNodeID=-99&assertID=5701777992&client_ip=171.8.79.254&SecurityKey=20260615080243&promotionId=&mvid=5106605567&mcid=1003&mpid=120000579954&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=c07c2ae2c860a159ce3fab3d9d87f55c&sv=10004&ct=android
赣超 上饶队VS景德镇队 全场回放 19:30,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/533/5106605533/media/5106605533_5337697890_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777970&pid=2028597139&timestamp=20260615080241&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965370034&ParentNodeID=-99&assertID=5701777970&client_ip=171.8.79.254&SecurityKey=20260615080241&promotionId=&mvid=5106605533&mcid=1003&mpid=120000578632&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=da4190d35410557074471622e54d9d63&sv=10004&ct=android
赣超 南昌队VS萍乡队 全场回放 19:30,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/534/5106605534/media/5106605534_5337697721_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777967&pid=2028597139&timestamp=20260615080242&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965369978&ParentNodeID=-99&assertID=5701777967&client_ip=171.8.79.254&SecurityKey=20260615080242&promotionId=&mvid=5106605534&mcid=1003&mpid=120000578633&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1b5bb9f39b04973e0f8debbfbc9516d2&sv=10004&ct=android
超三联赛 超三联赛 武汉大区赛 A档半决赛及决赛 【决赛回放】宁波海曙捷英18:15上海横沙誉民 18:55,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/609/5106605609/media/5106605609_5337693025_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777911&pid=2028597139&timestamp=20260615080238&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965368850&ParentNodeID=-99&assertID=5701777911&client_ip=171.8.79.254&SecurityKey=20260615080238&promotionId=&mvid=5106605609&mcid=1003&mpid=120000579707&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=8cdc280f28e0af8390bfbf02736be358&sv=10004&ct=android
超三联赛 超三联赛 武汉大区赛 A档半决赛及决赛 【半决赛回放】上海久事20:21宁波海曙捷英 18:55,http://mgsp.vod.miguvideo.com:8088/depository_eos_wxlz04/asset/zhengshi/5106/605/577/5106605577/media/5106605577_5337690902_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777871&pid=2028597139&timestamp=20260615080239&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965368113&ParentNodeID=-99&assertID=5701777871&client_ip=171.8.79.254&SecurityKey=20260615080239&promotionId=&mvid=5106605577&mcid=1003&mpid=120000579707&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3e617df9ac224234dfc8963bd20ab2ea&sv=10004&ct=android
超三联赛 超三联赛 武汉大区赛 A档半决赛及决赛 【半决赛回放】上海横沙誉民22:11深圳龙华启航 18:55,http://hlsztemgspvod.miguvideo.com:8080/depository_eos_wxlz04/asset/zhengshi/5106/605/578/5106605578/media/5106605578_5337691195_56.mp4.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=800033&netType=0&sid=5701777873&pid=2028597139&timestamp=20260615080239&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=965368126&ParentNodeID=-99&assertID=5701777873&client_ip=171.8.79.254&SecurityKey=20260615080239&promotionId=&mvid=5106605578&mcid=1003&mpid=120000579707&playurlVersion=WX-A1-9.6.0.4-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=07231802aed745ca1a3d08e541df152d&sv=10004&ct=android
